CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11
2009-12,100.0,35.287958115183244,33.403141361256544,42.51308900523561,38.010471204188484,35.916230366492144,37.696335078534034,34.24083769633508,33.61256544502618,36.2303664921466,42.19895287958116,49.52879581151832
2010-01,100.0,20.626631853785902,31.070496083550914,30.548302872062667,26.370757180156655,30.026109660574413,25.848563968668408,22.97650130548303,27.93733681462141,31.853785900783286,30.287206266318538,17.232375979112273
2010-02,100.0,23.796791443850267,22.459893048128343,29.144385026737968,24.598930481283425,20.053475935828878,19.25133689839572,28.609625668449194,25.40106951871658,27.540106951871657,11.497326203208557,12.566844919786096
2010-03,100.0,18.961625282167045,23.024830699774267,24.153498871331827,23.25056433408578,20.31602708803612,24.604966139954854,30.248306997742663,27.539503386004515,10.835214446952596,11.512415349887133,14.221218961625281
2010-04,100.0,19.387755102040817,19.387755102040817,16.3265306122449,18.367346938775512,22.448979591836736,27.55102040816326,26.190476190476193,10.54421768707483,10.884353741496598,7.482993197278912,13.945578231292515
2010-05,100.0,15.748031496062993,16.92913385826772,17.322834645669293,17.716535433070867,25.590551181102363,21.25984251968504,12.598425196850393,5.905511811023622,8.267716535433072,11.41732283464567,13.385826771653544
2010-06,100.0,17.40740740740741,18.88888888888889,20.37037037037037,22.962962962962962,28.51851851851852,12.592592592592592,8.88888888888889,8.148148148148149,11.851851851851853,10.74074074074074,13.703703703703704
2010-07,100.0,15.591397849462366,18.27956989247312,29.56989247311828,29.03225806451613,13.978494623655912,11.29032258064516,14.516129032258066,14.516129032258066,11.29032258064516,13.440860215053762,14.516129032258066
2010-08,100.0,20.37037037037037,29.629629629629626,32.098765432098766,17.28395061728395,11.728395061728394,9.876543209876543,12.345679012345679,13.580246913580247,12.962962962962962,12.962962962962962,12.345679012345679
2010-09,100.0,22.633744855967077,23.456790123456788,12.345679012345679,9.053497942386832,10.2880658436214,13.580246913580247,9.876543209876543,12.757201646090536,13.168724279835391,11.522633744855968,9.876543209876543
2010-10,100.0,25.72944297082228,14.588859416445624,12.46684350132626,8.753315649867375,8.222811671087534,12.9973474801061,13.793103448275861,10.610079575596817,9.283819628647215,10.610079575596817,12.9973474801061
2010-11,100.0,17.53846153846154,9.230769230769232,9.538461538461538,7.6923076923076925,8.615384615384615,12.923076923076923,9.846153846153847,8.615384615384615,8.923076923076923,11.076923076923077,14.461538461538462
2010-12,100.0,9.210526315789473,5.263157894736842,9.210526315789473,11.842105263157894,6.578947368421052,5.263157894736842,9.210526315789473,5.263157894736842,2.631578947368421,9.210526315789473,19.736842105263158
2011-01,100.0,16.901408450704224,21.12676056338028,19.718309859154928,21.12676056338028,15.492957746478872,15.492957746478872,12.676056338028168,11.267605633802818,21.12676056338028,25.352112676056336,5.633802816901409
2011-02,100.0,16.129032258064516,15.32258064516129,18.548387096774192,21.774193548387096,15.32258064516129,15.32258064516129,14.516129032258066,14.516129032258066,17.741935483870968,1.6129032258064515,
2011-03,100.0,18.435754189944134,21.787709497206702,20.11173184357542,22.3463687150838,15.083798882681565,20.670391061452513,20.11173184357542,24.022346368715084,2.793296089385475,,
2011-04,100.0,25.471698113207548,19.81132075471698,19.81132075471698,17.92452830188679,23.58490566037736,17.92452830188679,25.471698113207548,4.716981132075472,,,
2011-05,100.0,23.423423423423422,24.324324324324326,16.216216216216218,21.62162162162162,20.72072072072072,26.126126126126124,6.306306306306306,,,,
2011-06,100.0,23.14814814814815,21.296296296296298,26.851851851851855,20.37037037037037,28.703703703703702,4.62962962962963,,,,,
2011-07,100.0,21.568627450980394,30.392156862745097,27.450980392156865,34.31372549019608,2.941176470588235,,,,,,
2011-08,100.0,27.358490566037734,31.132075471698112,26.41509433962264,6.60377358490566,,,,,,,
2011-09,100.0,26.984126984126984,37.56613756613756,4.761904761904762,,,,,,,,
2011-10,100.0,32.126696832579185,5.429864253393665,,,,,,,,,
2011-11,100.0,6.282722513089005,,,,,,,,,,
2011-12,100.0,,,,,,,,,,,
